id,offense_rating
9001,1.0093409
9002,0.7204226
9003,0.8341022
9004,0.4683631
9005,0.27140427
9006,0.032015357
9007,0.0
9008,0.2861805
9009,0.65957373
9010,1.7338196
9011,0.1301131
9012,0.99777085
9013,0.0
9014,0.0
9015,0.0914022
9016,0.31944877
9017,1.8079528
9018,1.4023556
9019,0.043788765
9020,0.0
9021,0.5970426
9022,0.009092518
9023,0.0
9024,1.6140054
9025,0.68731517
9026,0.84602255
9027,0.0
9028,2.944686
9029,2.2993383
9030,0.13101628
9031,0.097470336
9032,1.672671
9033,2.8520017
9034,0.08560884
9035,0.02040627
9036,2.1073456
9037,1.3442699
9038,0.7607916
9039,0.31026614
9040,2.5105658
9041,0.7150553
9042,0.4724496
9043,0.15740801
9044,0.0
9045,0.09875316
9046,0.3558077
9047,0.0
9048,0.0
9049,0.09509469
9050,0.59609413
9051,0.25396675
9052,0.0
9053,0.3650168
9054,0.6507308
9055,0.8796842
9056,0.17831817
9057,1.5896655
9058,1.2162368
9059,0.0
9060,0.09424701
9061,0.3011094
9062,0.65238166
9063,0.08349631
9064,0.18021904
9065,3.3281662
9066,0.18037114
9067,0.19647059
9068,0.18318562
9069,0.03730439
9070,0.5103602
9071,0.06504263
9072,0.01682336
9073,0.21208298
9074,0.003842001
9075,0.0
9076,2.8225565
9077,0.23233517
9078,0.099334896
9079,2.287796
9080,0.37112004
9081,0.0
9082,0.048191126
9083,1.6607741
9084,0.88806
9085,0.73486537
9086,0.0
9087,0.1199657
9088,0.72108155
9089,0.1412339
9090,0.9404406
9091,0.0
9092,1.0766704
9093,1.2857734
9094,0.0
9095,0.32586563
9096,3.3247235
9097,0.37667406
9098,0.73583955
9099,0.17016824
9100,0.03419087
9101,0.40518355
9102,0.23135588
9103,0.38654307
9104,2.5744019
9105,0.22303788
9106,0.9386782
9107,0.0
9108,0.97382814
9109,0.0
9110,0.72039115
9111,0.13275985
9112,1.7008357
9113,1.7228938
9114,0.63204616
9115,0.19835475
9116,0.21314108
9117,0.055201672
9118,2.5497947
9119,2.782086
9120,0.027770368
9121,0.22499737
9122,0.17892078
9123,0.0
9124,0.031545844
9125,0.5025947
9126,0.18171363
9127,0.0
9128,0.0
9129,0.0
9130,1.3779064
9131,1.1528865
9132,0.0
9133,2.258882
9134,0.0
9135,0.7452775
9136,0.49368685
9137,0.9680254
9138,0.500325
9139,0.0
9140,0.96042204
9141,0.08088431
9142,0.09092584
9143,0.5654896
9144,0.12816657
9145,0.051897556
9146,0.11111403
9147,1.0705106
9148,1.0034164
9149,2.1740005
9150,0.0
9151,0.18003646
9152,0.69897944
9153,1.047215
9154,0.02162114
9155,3.4238198
9156,0.038721938
9157,0.0
9158,0.14137554
9159,0.06669948
9160,0.092598446
9161,0.10015052
9162,1.3358572
9163,0.68817633
9164,2.9502406
9165,3.0397854
9166,1.2148885
9167,0.724895
9168,0.0
9169,0.034570467
9170,1.2619036
9171,0.0
9172,2.1491184
9173,0.0
9174,0.0
9175,0.4276395
9176,0.019699732
9177,0.04354078
9178,0.03995401
9179,0.0
9180,1.0189942
9181,1.0161086
9182,2.2875817
9183,1.6323318
9184,0.0
9185,0.05615084
9186,0.0
9187,0.009019856
9188,0.60920554
9189,0.107874215
9190,0.09309105
9191,0.9277034
9192,0.40998706
9193,0.0
9194,0.71307486
9195,0.22926134
9196,0.23912266
9197,0.0
9198,0.0
9199,1.9295613
9200,1.3353193
9201,0.31891513
9202,0.0
9203,0.0
9204,0.66480225
9205,1.5114228
9206,2.0310862
9207,0.57295144
9208,0.0
9209,1.3412791
9210,0.108329594
9211,0.05004567
9212,0.18862668
9213,1.1692067
9214,1.65457
9215,0.0
9216,1.3818293
9217,0.10160919
9218,0.009925452
9219,1.3630743
9220,0.9677083
9221,1.5865805
9222,1.4283502
9223,0.0
9224,0.19124302
9225,0.08682465
9226,0.6438312
9227,0.090793826
9228,1.4701045
9229,0.49881023
9230,0.0
9231,0.010538598
9232,1.4975113
9233,0.06217068
9234,0.019585444
9235,1.6447421
9236,0.90173745
9237,0.16272527
9238,0.030487103
9239,1.5269815
9240,3.0120807
9241,0.9149671
9242,0.3649618
9243,2.384132
9244,2.322147
9245,2.0357108
9246,0.0
9247,0.0047724387
9248,3.8817043
9249,1.7185922
9250,0.0
9251,0.16364259
9252,1.3730484
9253,2.0234535
9254,0.5075698
9255,0.76782405
9256,0.0
9257,0.03473163
9258,0.7457834
9259,0.0
9260,0.11399972
9261,0.0
9262,0.296973
9263,0.0
9264,0.07046018
9265,1.8819319
9266,0.69336194
9267,0.16936678
9268,0.034106098
9269,0.0
9270,0.0
9271,0.549116
9272,0.013895371
9273,0.24042583
9274,0.24730322
9275,0.62296015
9276,0.08204515
9277,1.4524875
9278,0.34802628
9279,0.0
9280,0.20704138
9281,0.026214117
9282,0.262991
9283,3.5241685
9284,0.0
9285,2.9882104
9286,0.0621423
9287,0.0
9288,0.13669871
9289,0.11200524
9290,0.0017296684
9291,0.0
9292,0.047788784
9293,2.1139987
9294,2.052093
9295,0.41362196
9296,0.102221355
9297,0.0
9298,0.36376762
9299,0.002090336
9300,0.39621225
9301,0.12980297
9302,2.4954848
9303,0.037779532
9304,2.1912496
9305,0.0
9306,0.6873234
9307,1.125996
9308,0.0
9309,0.0
9310,0.031489223
9311,0.0
9312,0.85816246
9313,0.32344192
9314,1.5470146
9315,0.030481158
9316,0.15476626
9317,0.086523
9318,0.8288174
9319,0.879407
9320,2.0026672
9321,0.8427811
9322,1.6524168
9323,0.05117011
9324,3.2565482
9325,1.0056775
9326,0.0
9327,0.601656
9328,0.00854334
9329,2.363411
9330,0.9552726
9331,0.17081738
9332,0.44544193
9333,0.0
9334,0.0
9335,0.0063372897
9336,0.6948382
9337,0.61731154
9338,0.14060882
9339,0.6672254
9340,0.7251614
9341,0.12512651
9342,0.30848762
9343,0.004155201
9344,0.40332073
9345,0.36356243
9346,0.0
9347,2.2688284
9348,0.37130404
9349,0.0
9350,1.6556638
9351,1.3364903
9352,0.0
9353,0.2336492
9354,0.50290185
9355,0.0
9356,0.0
9357,1.3041503
9358,0.16789773
9359,0.31857273
9360,0.42815953
9361,0.0
9362,0.0
9363,1.0175217
9364,0.12983629
9365,2.1878946
9366,2.692265
9367,0.0066030296
9368,0.13254409
9369,0.92577535
9370,1.7508
9371,2.3786616
9372,0.06980433
9373,0.54986924
9374,0.0
9375,0.35518858
9376,3.9699802
9377,1.8014338
9378,1.1901234
9379,1.9013407
9380,0.01822144
9381,0.0
9382,1.605872
9383,0.7438793
9384,0.0
9385,0.028718254
9386,0.0
9387,0.060826447
9388,2.3889964
9389,1.1502377
9390,0.0
9391,0.8315261
9392,0.042103406
9393,1.1741518
9394,0.0
9395,1.8614205
9396,3.2088814
9397,0.23013718
9398,0.1341138
9399,0.06586441
9400,1.0686485
9401,2.2557998
9402,0.0
9403,0.8927772
9404,0.14168516
9405,0.0
9406,0.013821212
9407,0.00047926814
9408,1.6392308
9409,0.6676097
9410,0.0
9411,0.0
9412,1.2731631
9413,0.55276406
9414,1.6887764
9415,0.0
9416,0.03550558
9417,0.0
9418,0.5428805
9419,0.0
9420,1.9437053
9421,1.6058179
9422,0.03934419
9423,0.030955432
9424,0.5329161
9425,0.5666354
9426,0.18177977
9427,2.8905187
9428,0.70983803
9429,1.7643284
9430,0.0
9431,0.057569522
9432,0.5036821
9433,0.0
9434,0.38258174
9435,0.0031754237
9436,0.9419243
9437,0.018288633
9438,0.70844513
9439,0.5594778
9440,1.3259593
9441,0.20817086
9442,1.5567096
9443,0.0
9444,1.1203498
9445,0.5119899
9446,0.0
9447,2.0758634
9448,1.0456283
9449,0.5357333
9450,2.5774446
9451,0.0
9452,0.12070813
9453,0.8270462
9454,0.0677327
9455,0.2970952
9456,0.1454472
9457,1.8455693
9458,1.0625901
9459,0.010998485
9460,2.49795
9461,1.1568046
9462,0.0
9463,0.98692197
9464,0.792141
9465,0.46829394
9466,0.05197318
9467,2.0078197
9468,0.05612541
9469,0.56794953
9470,0.0
9471,0.0
9472,0.0
9473,0.38829267
9474,0.43800956
9475,0.053070348
9476,0.0
9477,0.111178696
9478,0.0
9479,0.0
9480,0.0
9481,0.0
9482,0.62409604
9483,0.14038503
9484,0.7523628
9485,0.75183296
9486,0.51367766
9487,0.12215538
9488,0.06877043
9489,0.44130576
9490,1.1776749
9491,0.18087918
9492,0.72179717
9493,0.03666507
9494,0.0
9495,2.6554487
9496,0.0
9497,1.038374
9498,0.04059911
9499,0.25601384
9500,0.0
9501,0.0
9502,0.08951462
9503,0.049425304
9504,0.36705655
9505,0.14777833
9506,2.8980637
9507,0.22269852
9508,0.0
9509,1.0491985
9510,0.0
9511,2.056523
9512,0.02218928
9513,0.23843935
9514,0.5255105
9515,0.27962145
9516,0.41305304
9517,0.033394728
9518,1.0479909
9519,0.0
9520,1.4002181
9521,0.23306839
9522,0.0
9523,0.0
9524,0.80299646
9525,0.0
9526,1.5892442
9527,0.55696845
9528,1.1564654
9529,1.0545411
9530,2.117725
9531,0.0
9532,0.124809824
9533,0.29501784
9534,0.0
9535,0.57874185
9536,1.1588734
9537,1.6416821
9538,0.0011430245
9539,0.7108993
9540,2.4028423
9541,1.2141247
9542,0.0
9543,0.0
9544,0.0
9545,0.36682707
9546,0.37179065
9547,0.16629912
9548,1.716563
9549,0.0
9550,0.0
9551,0.72824204
9552,1.1755327
9553,2.3812459
9554,0.099721216
9555,0.0
9556,0.37658548
9557,3.030797
9558,0.17801411
9559,0.16187686
9560,0.048051897
9561,0.15917587
9562,0.011313458
9563,0.086972706
9564,0.01357608
9565,0.0
9566,1.3610928
9567,1.3761102
9568,0.49793577
9569,0.0
9570,0.2707619
9571,0.050638895
9572,0.61792904
9573,0.0
9574,0.0
9575,0.21356905
9576,0.0
9577,1.4447418
9578,0.089326754
9579,0.4805819
9580,0.52971584
9581,0.5763321
9582,0.77669483
9583,0.0
9584,0.79042387
9585,0.19406715
9586,0.0
9587,0.5753981
9588,0.3381004
9589,0.018902825
9590,0.54141235
9591,1.2648827
9592,0.5839754
9593,0.0
9594,0.49079925
9595,0.031708464
9596,0.0
9597,0.9067371
9598,0.4222854
9599,0.7378114
9600,0.0
9601,0.258345
9602,2.4910667
9603,0.22638445
9604,0.0
9605,0.0
9606,0.13009396
9607,0.0
9608,0.244176
9609,1.4816412
9610,0.3828538
9611,0.65912396
9612,0.9562294
9613,0.20774493
9614,0.0
9615,0.0
9616,0.29591697
9617,0.59392506
9618,1.802846
9619,2.931431
9620,1.9207166
9621,0.23345412
9622,0.60645574
9623,1.3277901
9624,0.12683931
9625,0.0
9626,0.6449377
9627,0.059012737
9628,0.8741055
9629,0.769973
9630,0.005877652
9631,0.30064553
9632,0.0
9633,0.63091916
9634,0.024930937
9635,0.027362777
9636,0.0
9637,0.0
9638,0.29935798
9639,2.1164033
9640,0.981243
9641,2.2348328
9642,2.2108688
9643,0.1117639
9644,2.041067
9645,0.9440474
9646,0.0
9647,0.49594405
9648,0.0074199857
9649,0.60212916
9650,0.10817828
9651,0.0
9652,0.03568261
9653,0.49658814
9654,0.041491117
9655,0.42838576
9656,0.3623832
9657,0.0
9658,0.36129653
9659,0.0
9660,0.18432277
9661,0.0
9662,0.6142335
9663,0.06392847
9664,2.8822942
9665,0.07215019
9666,0.0047348635
9667,0.16140124
9668,2.272781
9669,0.13984571
