id,humor_rating
9001,2.53413
9002,1.6510481
9003,2.7527733
9004,2.0858102
9005,2.4556425
9006,2.5418634
9007,2.1093485
9008,1.9157736
9009,2.3857443
9010,2.4463198
9011,1.9613341
9012,1.8607963
9013,1.8737124
9014,1.6928809
9015,2.0732143
9016,2.503332
9017,2.7919033
9018,2.5803132
9019,1.668743
9020,1.5015182
9021,1.6365564
9022,1.4468385
9023,2.809959
9024,2.5330162
9025,1.6016873
9026,1.9685701
9027,2.0618172
9028,2.5603151
9029,2.3190632
9030,2.3688314
9031,2.446847
9032,2.0175345
9033,1.9301165
9034,2.6251616
9035,2.5343273
9036,2.2365475
9037,2.6524353
9038,2.8603833
9039,2.750567
9040,2.085574
9041,1.6742502
9042,2.1796741
9043,2.070019
9044,1.4704393
9045,2.3064675
9046,2.5245311
9047,2.299793
9048,1.8549507
9049,2.2945197
9050,2.1377845
9051,2.5686333
9052,1.3849751
9053,2.1394272
9054,2.226226
9055,1.7981678
9056,2.0503993
9057,1.975069
9058,1.8037292
9059,2.2729213
9060,1.8815112
9061,1.9659696
9062,2.2693086
9063,2.4795458
9064,2.1462443
9065,1.7520337
9066,1.3013242
9067,2.3379114
9068,2.7092583
9069,1.3943173
9070,2.517721
9071,2.5308535
9072,1.525609
9073,1.9897351
9074,2.1782095
9075,1.9175587
9076,2.3537738
9077,3.0196493
9078,2.4496224
9079,1.9504131
9080,2.7648957
9081,2.26955
9082,1.6586593
9083,2.3602161
9084,1.7274168
9085,2.1592193
9086,1.7204924
9087,2.2219517
9088,1.5235906
9089,2.2290466
9090,1.5559393
9091,2.4448195
9092,2.3853602
9093,2.3966763
9094,2.4166942
9095,1.6304392
9096,1.4617407
9097,2.147216
9098,2.3600914
9099,2.177385
9100,1.7635782
9101,2.5704978
9102,1.7474473
9103,2.5199206
9104,2.5122619
9105,2.321087
9106,2.1267757
9107,2.854504
9108,2.5555568
9109,2.3702834
9110,2.217211
9111,1.6984124
9112,2.3721836
9113,2.403121
9114,2.4691489
9115,2.4476776
9116,1.7292534
9117,2.0475318
9118,1.8894235
9119,2.0360518
9120,1.7993485
9121,2.6871293
9122,2.3682473
9123,1.283942
9124,2.39031
9125,2.2142844
9126,2.8712113
9127,1.897784
9128,1.7317647
9129,1.5866426
9130,1.6196381
9131,1.1348935
9132,2.3290842
9133,1.8513219
9134,2.023015
9135,2.2228107
9136,1.6618569
9137,2.7284296
9138,1.443446
9139,2.2321236
9140,1.9111991
9141,2.531446
9142,2.1518526
9143,1.9820737
9144,2.209567
9145,2.736891
9146,2.6648893
9147,2.3032465
9148,1.8416454
9149,1.6391107
9150,2.2121189
9151,2.243298
9152,2.559749
9153,2.249914
9154,2.8254814
9155,1.5472348
9156,2.5328379
9157,1.8804343
9158,1.8844391
9159,2.5543597
9160,1.9996175
9161,2.3625996
9162,2.284803
9163,1.5283257
9164,1.9415802
9165,1.8084326
9166,1.781202
9167,2.0970035
9168,1.5179615
9169,2.5330365
9170,1.7563883
9171,0.96922594
9172,2.4095178
9173,2.1564705
9174,1.6767806
9175,1.8559085
9176,2.031929
9177,2.2556226
9178,2.009512
9179,2.5732412
9180,2.3452775
9181,1.9231488
9182,2.1327474
9183,1.7464852
9184,2.6796067
9185,1.9542153
9186,1.8587718
9187,2.0051544
9188,2.4128506
9189,1.9611856
9190,1.7414048
9191,2.277342
9192,1.7781923
9193,1.659765
9194,1.9112514
9195,1.6668371
9196,1.597783
9197,2.5144904
9198,2.3233
9199,1.3591546
9200,1.2540587
9201,2.2542942
9202,2.3109944
9203,2.41328
9204,2.7662632
9205,1.9070963
9206,1.7879529
9207,2.4762158
9208,2.335396
9209,2.1988513
9210,2.8613634
9211,1.7992864
9212,1.4639827
9213,2.3128612
9214,2.0797765
9215,2.2152274
9216,2.6101568
9217,2.0763905
9218,2.4251106
9219,2.219477
9220,2.1655774
9221,1.7620373
9222,2.0247498
9223,2.304872
9224,2.7633765
9225,2.616624
9226,1.604089
9227,2.2699635
9228,2.3473227
9229,1.6814595
9230,2.278978
9231,2.529994
9232,2.7018268
9233,2.585803
9234,2.3412836
9235,1.9531841
9236,1.8716197
9237,2.4504619
9238,1.9300742
9239,2.398634
9240,1.9561057
9241,1.9276558
9242,1.9498174
9243,2.1021278
9244,1.8998004
9245,2.706004
9246,2.23368
9247,1.716567
9248,1.6257491
9249,2.2582717
9250,2.0555675
9251,2.2081902
9252,2.5136395
9253,2.005953
9254,1.6216924
9255,2.2189507
9256,2.521249
9257,2.1356683
9258,1.6741004
9259,1.6280966
9260,1.8931644
9261,2.7008982
9262,1.7004609
9263,1.7038666
9264,1.6787815
9265,2.2497876
9266,2.0988553
9267,2.15911
9268,1.9131665
9269,2.494649
9270,2.3390386
9271,2.075855
9272,2.0969753
9273,1.9982562
9274,1.732133
9275,1.7092792
9276,2.3187664
9277,2.1059556
9278,1.5686325
9279,1.8679954
9280,2.4653363
9281,2.1608813
9282,2.3298874
9283,1.5604037
9284,1.996857
9285,1.7209787
9286,2.5354726
9287,2.1460364
9288,2.2938077
9289,2.1494846
9290,2.4286997
9291,2.1822984
9292,1.9611691
9293,1.9281392
9294,1.9863648
9295,2.5132449
9296,2.3478253
9297,1.7656457
9298,1.7084695
9299,2.0433173
9300,2.6659272
9301,2.5998693
9302,1.8354728
9303,2.0763257
9304,1.7337594
9305,2.0009038
9306,2.3485475
9307,1.408729
9308,2.0078824
9309,1.3860176
9310,2.522415
9311,2.5460227
9312,2.4502437
9313,1.8662609
9314,2.3899763
9315,2.356643
9316,3.0084984
9317,2.5267835
9318,1.9704512
9319,2.4621356
9320,2.0604417
9321,2.4445984
9322,1.8510803
9323,2.9353855
9324,1.8629872
9325,2.342513
9326,2.4203718
9327,2.3766682
9328,2.1485832
9329,1.9673606
9330,1.9783821
9331,2.4104586
9332,2.2005289
9333,1.4297134
9334,1.6767528
9335,2.6452715
9336,2.1525438
9337,2.8870559
9338,2.5755146
9339,1.9015539
9340,2.239886
9341,1.9432042
9342,2.1942332
9343,1.9252348
9344,2.0487504
9345,1.7431
9346,2.2599561
9347,2.124258
9348,1.5275502
9349,2.3584435
9350,2.1826084
9351,2.0981631
9352,1.900243
9353,2.4457724
9354,1.6455607
9355,2.2065518
9356,1.607171
9357,2.3341923
9358,1.5448204
9359,2.6532576
9360,2.5195463
9361,2.6673577
9362,2.167176
9363,2.493548
9364,2.8739586
9365,2.2492478
9366,1.9874643
9367,1.9676404
9368,2.4222765
9369,1.7274858
9370,2.144159
9371,2.0455976
9372,1.7958285
9373,1.7530831
9374,2.6704273
9375,1.474061
9376,1.5038635
9377,2.3127909
9378,2.3583784
9379,2.0257335
9380,3.0611174
9381,2.0540717
9382,2.8760269
9383,2.4743474
9384,2.6177576
9385,1.6617206
9386,2.100437
9387,1.7925569
9388,1.9348537
9389,2.4126198
9390,2.5785837
9391,1.437035
9392,2.3857932
9393,2.5012288
9394,2.2336473
9395,1.9274311
9396,1.571262
9397,2.2035217
9398,1.9330032
9399,2.5048594
9400,2.2411861
9401,1.7474118
9402,2.1820073
9403,2.0640562
9404,2.6114814
9405,1.8987678
9406,2.278584
9407,2.0378091
9408,2.2587857
9409,1.6359043
9410,1.3296633
9411,2.6041825
9412,1.9350127
9413,1.5137885
9414,2.5948665
9415,2.0503535
9416,2.469024
9417,2.4556992
9418,2.1686754
9419,2.530825
9420,2.1772637
9421,2.118806
9422,2.1395793
9423,2.021863
9424,1.2785096
9425,2.741564
9426,2.781983
9427,1.6047311
9428,1.7833589
9429,2.082569
9430,2.4812982
9431,2.2904072
9432,2.179078
9433,1.9825577
9434,2.1030803
9435,1.780823
9436,2.2409847
9437,2.4179258
9438,2.2377956
9439,2.169514
9440,2.4985573
9441,1.7694603
9442,2.0328865
9443,2.6962783
9444,2.2805004
9445,2.1760173
9446,2.1508656
9447,1.7671816
9448,2.2397506
9449,2.5398731
9450,2.2022526
9451,2.0496013
9452,1.8564411
9453,2.6148233
9454,2.7711558
9455,2.6212492
9456,2.7816193
9457,2.0992148
9458,1.5520103
9459,1.5952586
9460,2.1550448
9461,2.0123518
9462,2.7409098
9463,1.7426609
9464,2.1952918
9465,1.8301425
9466,2.7671325
9467,2.2844489
9468,1.8163388
9469,1.6405178
9470,2.1387556
9471,2.9073098
9472,1.7816803
9473,1.8544935
9474,1.5668131
9475,1.937163
9476,1.7345271
9477,2.0660424
9478,1.7658899
9479,2.2624824
9480,2.0061543
9481,2.4040465
9482,2.8703315
9483,2.4227052
9484,2.2794557
9485,2.1516123
9486,2.1592486
9487,2.0596962
9488,2.7680705
9489,2.1732213
9490,2.1967726
9491,2.4680104
9492,1.9546129
9493,2.594259
9494,2.554583
9495,1.9485615
9496,2.1718955
9497,2.1827207
9498,1.7683394
9499,1.4750909
9500,2.0343628
9501,2.4817052
9502,2.6672125
9503,2.6864305
9504,2.7160246
9505,2.1946688
9506,1.8336265
9507,2.2792943
9508,1.3970318
9509,2.3199668
9510,1.9923683
9511,2.1555333
9512,1.7195452
9513,1.635993
9514,2.5205076
9515,2.170832
9516,1.6379384
9517,2.5660143
9518,2.2461636
9519,1.7837337
9520,2.8728952
9521,1.622645
9522,1.4803305
9523,2.5737321
9524,2.6053536
9525,2.5377443
9526,2.0979493
9527,2.7440782
9528,1.7261896
9529,2.8971384
9530,2.0857394
9531,2.2041433
9532,2.2345285
9533,1.7312938
9534,2.2016299
9535,1.9978975
9536,2.1185255
9537,1.9538364
9538,2.4291131
9539,2.3108418
9540,2.110361
9541,1.7335263
9542,2.743016
9543,2.0109193
9544,2.1756754
9545,2.4203527
9546,1.72462
9547,1.8726557
9548,1.7735091
9549,2.4450116
9550,2.251604
9551,2.30276
9552,2.6272418
9553,2.038517
9554,2.540744
9555,1.6489989
9556,2.1916075
9557,1.8315332
9558,2.5179393
9559,2.5130594
9560,1.6996279
9561,2.1918256
9562,1.7054349
9563,2.1581573
9564,2.1217942
9565,2.1524434
9566,2.0061324
9567,3.0353382
9568,1.4945966
9569,2.0936682
9570,1.9960879
9571,2.365163
9572,1.8580158
9573,1.7586046
9574,2.2137244
9575,2.0492723
9576,1.1734955
9577,2.2764473
9578,2.4676876
9579,2.6549761
9580,1.9918946
9581,2.550932
9582,1.9643102
9583,2.2846854
9584,2.1817586
9585,2.4734805
9586,1.4353606
9587,1.844345
9588,2.4409704
9589,1.8094468
9590,2.4213636
9591,2.1759691
9592,2.202071
9593,1.8629396
9594,1.9846371
9595,2.9090922
9596,2.237604
9597,2.6685739
9598,2.301661
9599,2.1370704
9600,2.3073847
9601,1.6687607
9602,2.209604
9603,2.6989923
9604,2.6884978
9605,2.708759
9606,2.4435313
9607,1.9156162
9608,2.0723464
9609,2.0861018
9610,2.3545818
9611,2.021275
9612,2.526083
9613,1.6029832
9614,1.9025422
9615,2.5995896
9616,2.0765073
9617,2.1609826
9618,2.1823168
9619,1.9757057
9620,2.035548
9621,2.900812
9622,2.336796
9623,1.5117894
9624,2.6859176
9625,2.575482
9626,1.8361377
9627,1.8578717
9628,1.944672
9629,2.108898
9630,2.8342469
9631,2.0137806
9632,2.6715777
9633,1.9781429
9634,2.1414561
9635,1.9264618
9636,1.7845129
9637,2.0565796
9638,2.2429378
9639,2.3222718
9640,2.1617968
9641,2.32133
9642,2.4348407
9643,1.723434
9644,2.024141
9645,1.9229033
9646,1.3963802
9647,1.5415273
9648,2.3539696
9649,2.1122265
9650,2.2792919
9651,2.197822
9652,2.2693617
9653,1.8436464
9654,2.0192604
9655,1.1528623
9656,2.5195658
9657,2.1950445
9658,2.478829
9659,1.6325837
9660,2.4213557
9661,1.9895747
9662,2.5235355
9663,1.5396944
9664,2.2018006
9665,2.3544645
9666,2.4899838
9667,1.7287991
9668,2.501783
9669,1.5435834
9670,2.037614
9671,2.005789
9672,2.5282474
9673,2.2413762
9674,1.8140101
9675,2.386571
9676,2.5331936
9677,2.5701106
9678,2.6042356
9679,2.0807972
9680,1.9127887
9681,1.928909
9682,2.655215
9683,2.0014644
9684,1.6310976
9685,2.3632286
9686,1.9091216
9687,2.4971159
9688,1.9109007
9689,2.5112245
9690,2.1402953
9691,1.9891895
9692,2.5126104
9693,2.0035193
9694,1.9865773
9695,2.4746351
9696,1.9151218
9697,1.9399732
9698,2.294431
9699,1.8384439
9700,2.0851474
9701,2.3234942
9702,2.0526376
9703,2.4503505
9704,2.4361901
9705,2.4912632
9706,2.3428884
9707,1.7973802
9708,1.545179
9709,2.4767597
9710,2.3325715
9711,2.3647187
9712,2.557069
9713,2.3168466
9714,1.3121336
9715,2.1301725
9716,2.060133
9717,2.1280422
9718,1.9147124
9719,2.3208997
9720,2.1723268
9721,2.9472108
9722,1.4823067
9723,2.1487842
9724,2.7898836
9725,2.8078892
9726,2.3652406
9727,2.186363
9728,2.2130067
9729,2.3172722
9730,2.3588824
9731,2.0109406
9732,2.3034806
9733,1.9908302
9734,1.8834362
9735,1.9858888
9736,2.3803666
9737,2.0173552
9738,2.8435175
9739,1.5425156
9740,1.9900271
9741,2.1338992
9742,2.2573204
9743,2.2756593
9744,2.2716787
9745,1.908145
9746,2.262409
9747,2.5986328
9748,2.2766426
9749,2.2866058
9750,2.2419121
9751,1.916668
9752,1.9374083
9753,2.022747
9754,2.4639087
9755,2.0902085
9756,2.0986125
9757,1.8971921
9758,1.7234148
9759,2.5155423
9760,2.3614836
9761,1.9958161
9762,1.3855101
9763,2.1235754
9764,2.3678846
9765,2.0435483
9766,2.3700864
9767,1.8069078
9768,2.0275753
9769,1.5977471
9770,2.2234287
9771,2.7603726
9772,2.4414382
9773,2.3011703
9774,1.6296154
9775,2.0650146
9776,2.4522243
9777,1.7770596
9778,2.2443168
9779,2.2135012
9780,1.4523283
9781,1.996748
9782,2.6225057
9783,2.506305
9784,2.3661544
9785,1.7105485
9786,2.6361625
9787,2.1340024
9788,2.0722754
9789,2.2938352
9790,2.4513066
9791,2.028451
9792,1.5214933
9793,1.7270899
9794,2.1436377
9795,2.8133032
9796,2.7385955
9797,1.612627
9798,2.0163438
9799,2.6966453
9800,2.3831048
9801,1.7997702
9802,2.396508
9803,2.3238862
9804,2.3059309
9805,2.0964885
9806,2.2726715
9807,2.3136206
9808,2.3144062
9809,2.2365925
9810,2.255424
9811,2.0691655
9812,2.4343455
9813,2.7466967
9814,1.5697899
9815,2.7921386
9816,2.3068082
9817,1.3399004
9818,2.1335413
9819,1.470802
9820,2.4609172
9821,2.827003
9822,1.4214823
9823,2.4697793
9824,2.3624313
9825,2.4961894
9826,2.095355
9827,2.0018597
9828,1.8061814
9829,2.3276339
9830,2.107582
9831,1.8825774
9832,2.3157697
9833,2.2387455
9834,2.203563
9835,2.9613168
9836,2.389717
9837,2.09967
9838,2.826155
9839,1.4815091
9840,1.7324066
9841,1.3782461
9842,2.12278
9843,2.459623
9844,1.933539
9845,2.0201113
9846,2.4814138
9847,2.2759595
9848,2.6815002
9849,2.3124423
